02/20/202610011   T2F-0002-00    CD OPT PICKUP       945002/20/2026212129104     4950     4950               11/19/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP        90002/20/2026212380900      900      900               11/26/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP       585002/20/2026212389300     5850     5850               11/26/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP       495002/20/2026212848700     4950     4950               12/11/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP        90003/02/2026212887400      900      900               12/11/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP       180004/01/2026212891100     1800     1800               12/11/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP      1080004/01/2026212896400    10800    10800               12/11/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP       225004/01/2026213628800     2250     2250               01/07/2026FIRM                             RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP       360004/01/2026213808100     3600     3600               01/14/2026FIRM                             RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP       585004/17/2026213871100     5850     5850               01/19/2026FIRM                             RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP       450005/04/2026213960100     4500     4500               01/21/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP       810005/22/2026214896200     8100     8100               02/13/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP        90005/22/2026214896400      900      900               02/13/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP       180005/22/2026215104400     1800     1800               02/19/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0002-00    CD OPT PICKUP       270005/22/2026215104700     2700     2700               02/19/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100003/05/2026212136401      584      584               11/19/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      200003/06/2026212136200     2000     2000               11/19/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      300003/06/2026212626700     3000     3000               12/03/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100003/06/2026212627000     1000     1000               12/03/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      200004/01/2026212627100     2000     2000               12/03/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP       20004/01/2026212896500      200      200               12/11/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP       80004/01/2026213218000      800      800               12/24/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      200004/01/2026213225800     2000     2000               12/24/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      200004/01/2026213236400     2000     2000               12/24/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100004/01/2026213237100     1000     1000               12/24/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      320004/02/2026213237000     3200     3200               12/24/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100004/02/2026213237200     1000     1000               12/24/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100004/02/2026213237300     1000     1000               12/24/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100004/02/2026213443500     1000     1000               12/31/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100004/02/2026213443600     1000     1000               12/31/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100004/02/2026213456100     1000     1000               12/31/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100004/02/2026213456500     1000     1000               12/31/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100004/02/2026213456600     1000     1000               12/31/2025FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100004/10/2026213620800     1000     1000               01/07/2026FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100004/10/2026213621000     1000     1000               01/07/2026FIRM                             RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100005/04/2026213628900     1000     1000               01/07/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100005/04/2026213629000     1000     1000               01/07/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100005/04/2026213629100     1000     1000               01/07/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      120005/04/2026213982200     1200     1200               01/21/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      200005/04/2026214334100     2000     2000               01/28/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100005/06/2026213621100     1000     1000               01/07/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      220005/07/2026213629200     2200     2200               01/07/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100005/08/2026214335300     1000     1000               01/28/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100005/08/2026214335400     1000     1000               01/28/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      200005/08/2026214335500     2000     2000               01/28/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100005/08/2026214335600     1000     1000               01/28/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP       20005/08/2026214583600      200      200               02/04/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      200005/15/2026214608700     2000     2000               02/04/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100005/15/2026214611200     1000     1000               02/04/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      220005/15/2026214611300     2200     2200               02/04/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      320005/15/2026214611400     3200     3200               02/04/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      200005/15/2026214611500     2000     2000               02/04/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP       80005/22/2026214896500      800      800               02/13/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      220005/22/2026214896600     2200     2200               02/13/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      300005/22/2026214902000     3000     3000               02/13/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100005/22/2026214902800     1000     1000               02/13/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100005/22/2026214902900     1000     1000               02/13/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100005/28/2026215109000     1000     1000               02/19/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      200006/05/2026215113400     2000     2000               02/19/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      200006/05/2026215114300     2000     2000               02/19/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      200006/05/2026215114400     2000     2000               02/19/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      220006/05/2026215114500     2200     2200               02/19/2026FORECAST                         RTMY0193    
02/20/202610011   T2F-0003-00    DVD OPT.PICKUP      100006/05/2026215114600     1000     1000               02/19/2026FORECAST                         RTMY0193    
02/20/202610109   R3B-0016-00    V RESISTOR          120004/03/2026213793500     1200     1200               01/14/2026FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          780003/19/2026212186400     7800     7800               11/19/2025FIRM                          Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          780003/27/2026211945000     7800     7800               11/12/2025FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          390004/03/2026212189600     3900     3900               11/19/2025FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          390004/20/2026212161400     3900     3900               11/19/2025FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          780004/24/2026212189700     7800     7800               11/19/2025FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          390004/24/2026212666600     3900     3900               12/03/2025FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          780004/24/2026212667100     7800     7800               12/03/2025FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          780004/24/2026213489300     7800     7800               12/31/2025FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          780004/24/2026213664500     7800     7800               01/07/2026FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          390005/22/2026214077300     3900     3900               01/21/2026FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          390005/22/2026214392000     3900     3900               01/28/2026FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          780005/22/2026214393400     7800     7800               01/28/2026FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          390005/29/2026214926200     3900     3900               02/13/2026FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          390006/05/2026214944900     3900     3900               02/13/2026FORECAST                      Y  RTMY0059    
02/20/202610109   R3B-0029-00   9V RESISTOR          780006/12/2026215183300     7800     7800               02/19/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6C-0009-00    SLIDE SWITCH        300002/06/2026211946400     3000     3000               11/12/2025FIRM                          Y  RTMY0059    
02/20/202610109   S6C-0009-00    SLIDE SWITCH        300004/03/2026213840000     3000     3000               01/14/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6C-0010-00    SLIDE SWITCH        100002/27/2026211366400     1000     1000               10/22/2025FIRM                          Y  RTMY0059    
02/20/202610109   S6C-0010-00    SLIDE SWITCH        100002/27/2026211620800     1000     1000               10/29/2025FIRM                          Y  RTMY0059    
02/20/202610109   S6C-0010-00    SLIDE SWITCH        100003/27/2026211946500     1000     1000               11/12/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6C-0010-00    SLIDE SWITCH        200004/03/2026213840300     2000     2000               01/14/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6C-0010-00    SLIDE SWITCH        100005/01/2026214072600     1000     1000               01/21/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6C-0010-00    SLIDE SWITCH        100005/08/2026214078900     1000     1000               01/21/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6C-0010-00    SLIDE SWITCH        100006/05/2026215165100     1000     1000               02/19/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6C-0014-00    SLIDE SWITCH         80004/03/2026213840400      800      800               01/14/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH       1000002/20/2026211946600    10000    10000               11/12/2025FIRM                          Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH        250003/13/2026212189800     2500     2500               11/19/2025FIRM                          Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH       1000003/27/2026212435700    10000    10000               11/26/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH        750003/27/2026212667200     7500     7500               12/03/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH        250004/24/2026213265200     2500     2500               12/24/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH        250004/24/2026213466100     2500     2500               12/31/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH        250004/24/2026213491000     2500     2500               12/31/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH       1000004/24/2026213491100    10000    10000               12/31/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH        500004/24/2026213665100     5000     5000               01/07/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH        750005/08/2026214073000     7500     7500               01/21/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH        250005/22/2026214079000     2500     2500               01/21/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH       1000005/22/2026214393500    10000    10000               01/28/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH        500006/05/2026214946500     5000     5000               02/13/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6D-0001-00   9LEVER SWITCH        750006/12/2026215184600     7500     7500               02/19/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0010-00   9PUSH SWITCH        2000003/19/2026212441900    20000    20000               11/26/2025FIRM                          Y  RTMY0059    
02/20/202610109   S6J-0010-00   9PUSH SWITCH         500003/27/2026212189900     5000     5000               11/19/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0010-00   9PUSH SWITCH         500003/27/2026212442000     5000     5000               11/26/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0010-00   9PUSH SWITCH        1000003/27/2026213265300    10000    10000               12/24/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0010-00   9PUSH SWITCH         750004/03/2026213491200     7500     7500               12/31/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0010-00   9PUSH SWITCH        2000004/03/2026213491300    20000    20000               12/31/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0010-00   9PUSH SWITCH        2000005/08/2026214073100    20000    20000               01/21/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0010-00   9PUSH SWITCH        2000005/22/2026214073200    20000    20000               01/21/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0010-00   9PUSH SWITCH         750006/12/2026215184700     7500     7500               02/19/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0011-00   9PUSH SWITCH         250003/19/2026212190000     2500     2500               11/19/2025FIRM                          Y  RTMY0059    
02/20/202610109   S6J-0011-00   9PUSH SWITCH        1000003/19/2026212442100    10000    10000               11/26/2025FIRM                          Y  RTMY0059    
02/20/202610109   S6J-0011-00   9PUSH SWITCH         500003/27/2026212442200     5000     5000               11/26/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0011-00   9PUSH SWITCH         250004/03/2026213265400     2500     2500               12/24/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0011-00   9PUSH SWITCH         500004/03/2026213491400     5000     5000               12/31/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0011-00   9PUSH SWITCH        1000004/03/2026213491500    10000    10000               12/31/2025FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0011-00   9PUSH SWITCH        1000005/08/2026214073300    10000    10000               01/21/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0011-00   9PUSH SWITCH        1000005/22/2026214073400    10000    10000               01/21/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S6J-0011-00   9PUSH SWITCH         500006/12/2026215184800     5000     5000               02/19/2026FORECAST                      Y  RTMY0059    
02/20/202610109   S7A-0001-00   9TACTILE PUSH SW    4000012/05/2025701405400    40000    40000               12/17/2025FIRM                          Y  RTMY0059    
02/20/202610109   S7A-0001-00   9TACTILE PUSH SW    4000012/05/2025701405600    40000    40000               12/18/2025FIRM                          Y  RTMY0059    
02/20/202610109   S7A-0001-00   9TACTILE PUSH SW    4000002/20/2026212434800    40000    40000               11/26/2025FIRM                          Y  RTMY0059    
